created_dt_month,topic,comment_sentiment,name
2020-01-01,91,-0.26242,91_ukraine_killed_russian_kharkiv
2020-01-01,84,-0.045276923076923076,84_nato_finland_ukraine_russia
2020-01-01,18,0.16653055555555554,18_trump_sanders_election_impeachment
2020-01-01,20,-0.2069019230769231,20_saudi_arabia_saudi arabia_yemen
2020-01-01,13,-0.19810384615384613,13_sanctions_russia_russian_swift
2020-01-01,92,-0.24213421052631579,92_cuba_cuban_havana_protests
2020-01-01,35,-0.04167916666666666,35_xinjiang_genocide_china_in xinjiang
2020-01-01,73,-0.07306029411764706,73_ottawa_convoy_protesters_police
2020-01-01,6,-0.9801,6_covid_variant_omicron_uk
2020-01-01,66,0.030724999999999985,66_nigeria_mali_mozambique_nigerian
2020-01-01,83,0.11467619047619047,83_plastic_waste_plastic waste_singleuse
2020-01-01,55,0.16067599999999999,55_macron_french_france_emmanuel
2020-01-01,50,-0.007317647058823527,50_venezuela_maduro_venezuelan_oil
2020-01-01,26,-0.106875,26_poland_hungary_polish_eu
2020-01-01,23,-0.0746635135135135,23_hackers_cyber_cyberattack_cyberattacks
2020-01-01,93,-0.2476095238095238,93_farmers_india_modi_indian
2020-01-01,10,-0.1819,10_hong_kong_hong kong_security
2020-01-01,2,-0.1928855769230769,2_ukraine_russia_putin_russian
2020-01-01,34,0.4390909090909091,34_zelensky_zelenskyy_ukraine_volodymyr
2020-01-01,87,-0.3617659574468085,87_sex_sexual_child_abuse
2020-01-01,56,0.08281666666666666,56_dog_dogs_cats_wildlife
2020-01-01,94,0.3324625,94_amazon_workers_employees_warehouse
2020-01-01,49,-0.53694,49_lebanon_beirut_hezbollah_explosion
2020-01-01,64,0.3078071428571429,64_russia_coronavirus_moscow_putin
2020-01-01,43,-0.26873846153846154,43_pakistan_imran_khan_imran khan
2020-01-01,14,-0.13964166666666666,14_india_covid_in india_indian
2020-01-01,42,0.034506666666666665,42_mexico_mexican_cartel_in mexico
2020-01-01,82,0.17317142857142856,82_tiktok_ban_ban tiktok_wechat
2020-01-01,36,0.23874761904761904,36_myanmar_coup_in myanmar_junta
2020-01-01,3,0.0746754716981132,3_vaccine_covid_covid vaccine_vaccines
2020-01-01,70,-0.25215818181818184,70_oil_tanker_spill_oil spill
2020-01-01,19,0.2580909090909091,19_belarus_lukashenko_belarusian_in belarus
2020-01-01,52,-0.3525234567901235,52_netanyahu_israel_benjamin_benjamin netanyahu
2020-01-01,39,0.9918,39_oil_gas_pipeline_nord
2020-01-01,24,0.10052413793103449,24_facebook_whatsapp_instagram_twitter
2020-01-01,86,-0.5288108108108108,86_kabul_drone_drone strike_strike
2020-01-01,38,0.5389470588235294,38_olympics_tokyo_tokyo olympics_olympic
2020-01-01,4,-0.6895875,4_police_black_shooting_in
2020-01-01,88,0.4020034482758621,88_coal_power_plants_australian coal
2020-01-01,69,0.22173636363636362,69_huawei_meng_wanzhou_meng wanzhou
2020-01-01,12,-0.016268478260869572,12_taiwan_china_chinese_us
2020-01-01,53,-0.5467333333333334,53_china_russia_ukraine_ukraine china
2020-01-01,67,0.18104761904761904,67_shark_whales_whale_fish
2020-01-01,5,0.2777098591549296,5_johnson_boris_boris johnson_brexit
2020-01-01,71,-0.18521913875598087,71_vaccine_china_vaccines_covid vaccine
2020-01-01,11,-0.08433636363636364,11_korea_north_north korea_kim
2020-01-01,37,-0.003097619047619045,37_nuclear_plant_chernobyl_nuclear plant
2020-01-01,25,0.24332692307692305,25_bolsonaro_brazil_jair_jair bolsonaro
2020-01-01,85,-0.4105766233766234,85_assange_julian_julian assange_extradition
2020-01-01,68,-0.07292500000000002,68_brazil_deaths_coronavirus_covid
2020-01-01,40,-0.12373076923076923,40_australia_morrison_scott_scott morrison
2020-01-01,51,-0.2644637614678899,51_bushfires_australia_wildfires_fires
2020-01-01,90,-0.21814166666666668,90_vaccine_sputnik_covid vaccine_russia
2020-01-01,54,0.33343478260869563,54_ice_record_on record_melting
2020-01-01,72,0.30404,72_merkel_germany_angela_angela merkel
2020-01-01,41,-0.3764,41_india_border_china_indian
2020-01-01,89,0.0307948717948718,89_cannabis_marijuana_decriminalize_to decriminalize
2020-01-01,33,-0.3413724137931034,33_navalny_alexei_alexei navalny_critic
2020-01-01,65,0.21002105263157894,65_cruise_ship_cruise ship_suez
2020-01-01,9,0.11363870967741936,9_china_chinese_us_xi
2020-01-01,79,-0.6734863636363637,79_raped_girl_rape_india
2020-01-01,8,-0.4914506493506494,8_taliban_afghanistan_afghan_kabul
2020-01-01,80,-0.22614374999999998,80_taliban_women_afghan_afghan women
2020-01-01,97,0.5951875,97_in russia_russia_mcdonald_ikea
2020-01-01,16,0.10495,16_masks_mask_face_face masks
2020-01-01,99,0.396725,99_tax_pandora_papers_pandora papers
2020-01-01,62,-0.006437662337662331,62_refugees_ukrainian refugees_ukrainian_ukraine
2020-01-01,58,-0.4057346385542169,58_iraq_in iraq_iraqi_us
2020-01-01,30,-0.050480000000000004,30_zealand_new zealand_new_earthquake
2020-01-01,21,0.18321801242236024,21_climate_climate change_change_emissions
2020-01-01,31,-0.2584120689655172,31_nazi_germany_german_farright
2020-01-01,74,0.22137368421052633,74_schools_lockdown_school_reopen
2020-01-01,15,0.014652272727272715,15_turkey_turkish_erdogan_greece
2020-01-01,22,0.32841449275362317,22_economy_recession_dow_global
2020-01-01,45,0.04773030303030302,45_japan_in japan_japanese_tokyo
2020-01-01,47,-0.5267716455696203,47_iran_trump_iranian_coronavirus
2020-01-01,76,0.31739999999999996,76_azerbaijan_armenia_nagornokarabakh_armenian
2020-01-01,61,-0.25761538461538463,61_dies_aged_dies aged_dies at
2020-01-01,98,0.5006764705882353,98_musk_elon_elon musk_tesla
2020-01-01,57,-0.41873517786561265,57_iran_nuclear_nuclear deal_deal
2020-01-01,17,-0.12319446564885496,17_coronavirus_cases_coronavirus cases_toll
2020-01-01,0,-0.1366,0_china_coronavirus_wuhan_virus
2020-01-01,48,0.2123,48_amazon_deforestation_rainforest_the amazon
2020-01-01,95,0.04289482758620689,95_biden_putin_ukraine_biden says
2020-01-01,46,0.5370733333333334,46_ancient_found_discovered_found in
2020-01-01,81,-0.26337796610169495,81_australia_lockdown_victoria_melbourne
2020-01-01,29,-0.5226313099041533,29_plane_crash_iran_boeing
2020-01-01,75,0.02058571428571428,75_korea_south_south korea_north
2020-01-01,77,0.2859421875,77_thunberg_greta_greta thunberg_nobel
2020-01-01,63,-0.5852142857142857,63_ethiopia_tigray_in ethiopia_ethiopian
2020-01-01,44,0.33535833333333337,44_prince_queen_ghislaine_prince andrew
2020-01-01,59,-0.40214,59_israel_palestinians_vaccine_israeli
2020-01-01,7,0.5494825,7_space_nasa_earth_moon
2020-01-01,78,-0.237711320754717,78_elephants_elephant_zoo_endangered
2020-01-01,60,-0.23188571428571428,60_italy_in italy_coronavirus_italian
2020-01-01,27,-0.05654509803921568,27_pope_vatican_francis_pope francis
2020-01-01,28,0.16755102040816328,28_sea_china sea_south china_south china sea
2020-01-01,96,-0.07730681818181817,96_floods_flooding_rain_floods in
2020-01-01,32,0.03922410714285714,32_trump_coronavirus_stimulus_donald
2020-01-01,1,-0.16042971014492752,1_israel_israeli_gaza_palestinian
2020-02-01,21,0.3069609022556391,21_climate_climate change_change_emissions
2020-02-01,85,-0.18036710526315788,85_assange_julian_julian assange_extradition
2020-02-01,71,-0.003257711442786066,71_vaccine_china_vaccines_covid vaccine
2020-02-01,46,0.22730999999999998,46_ancient_found_discovered_found in
2020-02-01,45,-0.0256,45_japan_in japan_japanese_tokyo
2020-02-01,5,0.3711343511450382,5_johnson_boris_boris johnson_brexit
2020-02-01,8,-0.29876,8_taliban_afghanistan_afghan_kabul
2020-02-01,24,0.06368205128205129,24_facebook_whatsapp_instagram_twitter
2020-02-01,78,-0.20152972972972974,78_elephants_elephant_zoo_endangered
2020-02-01,11,-0.34513599999999994,11_korea_north_north korea_kim
2020-02-01,86,-0.4839872727272727,86_kabul_drone_drone strike_strike
2020-02-01,39,0.9919,39_oil_gas_pipeline_nord
2020-02-01,51,-0.09692307692307692,51_bushfires_australia_wildfires_fires
2020-02-01,43,-0.11817,43_pakistan_imran_khan_imran khan
2020-02-01,76,0.029179999999999984,76_azerbaijan_armenia_nagornokarabakh_armenian
2020-02-01,74,-0.16759,74_schools_lockdown_school_reopen
2020-02-01,81,-0.3381708333333333,81_australia_lockdown_victoria_melbourne
2020-02-01,82,-0.184425,82_tiktok_ban_ban tiktok_wechat
2020-02-01,48,0.017231034482758624,48_amazon_deforestation_rainforest_the amazon
2020-02-01,49,-0.5786615384615386,49_lebanon_beirut_hezbollah_explosion
2020-02-01,20,-0.259425,20_saudi_arabia_saudi arabia_yemen
2020-02-01,7,0.47302999999999995,7_space_nasa_earth_moon
2020-02-01,10,-0.07857073170731707,10_hong_kong_hong kong_security
2020-02-01,42,-0.5911957446808511,42_mexico_mexican_cartel_in mexico
2020-02-01,73,-0.06952105263157894,73_ottawa_convoy_protesters_police
2020-02-01,6,-0.2701,6_covid_variant_omicron_uk
2020-02-01,79,-0.47751875,79_raped_girl_rape_india
2020-02-01,75,0.05585652173913043,75_korea_south_south korea_north
2020-02-01,83,0.49448,83_plastic_waste_plastic waste_singleuse
2020-02-01,9,-0.21716470588235293,9_china_chinese_us_xi
2020-02-01,23,-0.023030952380952378,23_hackers_cyber_cyberattack_cyberattacks
2020-02-01,44,0.0913,44_prince_queen_ghislaine_prince andrew
2020-02-01,22,0.23669428571428572,22_economy_recession_dow_global
2020-02-01,41,0.7778,41_india_border_china_indian
2020-02-01,84,0.4036266666666667,84_nato_finland_ukraine_russia
2020-02-01,47,-0.19107358490566037,47_iran_trump_iranian_coronavirus
2020-02-01,50,0.11265185185185185,50_venezuela_maduro_venezuelan_oil
2020-02-01,72,0.1227657142857143,72_merkel_germany_angela_angela merkel
2020-02-01,40,0.3255,40_australia_morrison_scott_scott morrison
2020-02-01,80,-0.24276206896551725,80_taliban_women_afghan_afghan women
2020-02-01,70,-0.13312,70_oil_tanker_spill_oil spill
2020-02-01,37,0.3561619047619048,37_nuclear_plant_chernobyl_nuclear plant
2020-02-01,19,0.6704285714285714,19_belarus_lukashenko_belarusian_in belarus
2020-02-01,32,0.016157317073170727,32_trump_coronavirus_stimulus_donald
2020-02-01,17,-0.1591291626564004,17_coronavirus_cases_coronavirus cases_toll
2020-02-01,63,-0.40695000000000003,63_ethiopia_tigray_in ethiopia_ethiopian
2020-02-01,95,0.13031333333333334,95_biden_putin_ukraine_biden says
2020-02-01,14,-0.059716129032258064,14_india_covid_in india_indian
2020-02-01,33,-0.13954347826086957,33_navalny_alexei_alexei navalny_critic
2020-02-01,56,-0.22105172413793103,56_dog_dogs_cats_wildlife
2020-02-01,64,-0.17333703703703704,64_russia_coronavirus_moscow_putin
2020-02-01,94,0.29659,94_amazon_workers_employees_warehouse
2020-02-01,87,-0.27264,87_sex_sexual_child_abuse
2020-02-01,93,-0.23452682926829269,93_farmers_india_modi_indian
2020-02-01,2,0.03774897959183672,2_ukraine_russia_putin_russian
2020-02-01,26,0.1773153846153846,26_poland_hungary_polish_eu
2020-02-01,34,0.17455,34_zelensky_zelenskyy_ukraine_volodymyr
2020-02-01,55,0.06585416666666667,55_macron_french_france_emmanuel
2020-02-01,1,-0.2086951048951049,1_israel_israeli_gaza_palestinian
2020-02-01,96,0.03677,96_floods_flooding_rain_floods in
2020-02-01,57,-0.21409019607843136,57_iran_nuclear_nuclear deal_deal
2020-02-01,27,-0.002861111111111117,27_pope_vatican_francis_pope francis
2020-02-01,59,-0.49118500000000004,59_israel_palestinians_vaccine_israeli
2020-02-01,28,-0.07092727272727273,28_sea_china sea_south china_south china sea
2020-02-01,29,0.07431739130434784,29_plane_crash_iran_boeing
2020-02-01,60,-0.18432352941176472,60_italy_in italy_coronavirus_italian
2020-02-01,99,0.14251874999999997,99_tax_pandora_papers_pandora papers
2020-02-01,16,0.055121875,16_masks_mask_face_face masks
2020-02-01,13,0.05930238095238096,13_sanctions_russia_russian_swift
2020-02-01,30,0.018850000000000006,30_zealand_new zealand_new_earthquake
2020-02-01,98,0.2705294117647059,98_musk_elon_elon musk_tesla
2020-02-01,61,-0.3631046875,61_dies_aged_dies aged_dies at
2020-02-01,15,-0.3371180555555556,15_turkey_turkish_erdogan_greece
2020-02-01,58,-0.5175645161290322,58_iraq_in iraq_iraqi_us
2020-02-01,31,-0.5508967213114754,31_nazi_germany_german_farright
2020-02-01,62,-0.344792,62_refugees_ukrainian refugees_ukrainian_ukraine
2020-02-01,97,-0.07194285714285716,97_in russia_russia_mcdonald_ikea
2020-02-01,0,-0.24577116564417176,0_china_coronavirus_wuhan_virus
2020-02-01,66,-0.14226052631578948,66_nigeria_mali_mozambique_nigerian
2020-02-01,65,0.12251951219512194,65_cruise_ship_cruise ship_suez
2020-02-01,92,-0.18195999999999998,92_cuba_cuban_havana_protests
2020-02-01,3,-0.01830795454545454,3_vaccine_covid_covid vaccine_vaccines
2020-02-01,69,-0.024370769230769227,69_huawei_meng_wanzhou_meng wanzhou
2020-02-01,53,0.87955,53_china_russia_ukraine_ukraine china
2020-02-01,25,0.231265,25_bolsonaro_brazil_jair_jair bolsonaro
2020-02-01,38,0.3081138888888889,38_olympics_tokyo_tokyo olympics_olympic
2020-02-01,67,0.23441923076923077,67_shark_whales_whale_fish
2020-02-01,90,-0.5176529411764706,90_vaccine_sputnik_covid vaccine_russia
2020-02-01,36,-0.06607222222222224,36_myanmar_coup_in myanmar_junta
2020-02-01,88,0.3570357142857143,88_coal_power_plants_australian coal
2020-02-01,18,0.14587,18_trump_sanders_election_impeachment
2020-02-01,91,-0.9167400000000001,91_ukraine_killed_russian_kharkiv
2020-02-01,68,-0.17815384615384613,68_brazil_deaths_coronavirus_covid
2020-02-01,54,0.3728510638297873,54_ice_record_on record_melting
2020-02-01,89,0.09387906976744186,89_cannabis_marijuana_decriminalize_to decriminalize
2020-02-01,12,-0.18431475409836065,12_taiwan_china_chinese_us
2020-02-01,52,-0.054516666666666665,52_netanyahu_israel_benjamin_benjamin netanyahu
2020-02-01,35,-0.2887925925925926,35_xinjiang_genocide_china_in xinjiang
2020-02-01,77,0.008217500000000003,77_thunberg_greta_greta thunberg_nobel
2020-02-01,4,-0.6696153846153846,4_police_black_shooting_in
2020-03-01,61,-0.3764142857142857,61_dies_aged_dies aged_dies at
2020-03-01,47,-0.39468034188034185,47_iran_trump_iranian_coronavirus
2020-03-01,68,-0.08848571428571428,68_brazil_deaths_coronavirus_covid
2020-03-01,16,0.1526358490566038,16_masks_mask_face_face masks
2020-03-01,58,-0.44781999999999994,58_iraq_in iraq_iraqi_us
2020-03-01,76,-0.8832,76_azerbaijan_armenia_nagornokarabakh_armenian
2020-03-01,11,-0.1514340909090909,11_korea_north_north korea_kim
2020-03-01,51,0.030588571428571423,51_bushfires_australia_wildfires_fires
2020-03-01,21,0.057202127659574456,21_climate_climate change_change_emissions
2020-03-01,60,-0.07640535714285715,60_italy_in italy_coronavirus_italian
2020-03-01,69,-0.17235,69_huawei_meng_wanzhou_meng wanzhou
2020-03-01,52,0.12632045454545454,52_netanyahu_israel_benjamin_benjamin netanyahu
2020-03-01,19,0.07455,19_belarus_lukashenko_belarusian_in belarus
2020-03-01,70,0.04695250000000001,70_oil_tanker_spill_oil spill
2020-03-01,15,-0.2927,15_turkey_turkish_erdogan_greece
2020-03-01,62,-0.2641915254237288,62_refugees_ukrainian refugees_ukrainian_ukraine
2020-03-01,12,0.06606777777777777,12_taiwan_china_chinese_us
2020-03-01,9,-0.21307333333333334,9_china_chinese_us_xi
2020-03-01,13,0.01912954545454545,13_sanctions_russia_russian_swift
2020-03-01,49,-0.11259999999999998,49_lebanon_beirut_hezbollah_explosion
2020-03-01,66,0.08465,66_nigeria_mali_mozambique_nigerian
2020-03-01,55,-0.19093333333333332,55_macron_french_france_emmanuel
2020-03-01,54,0.08049473684210526,54_ice_record_on record_melting
2020-03-01,73,0.16760581395348836,73_ottawa_convoy_protesters_police
2020-03-01,65,0.002720833333333346,65_cruise_ship_cruise ship_suez
2020-03-01,64,-0.058331481481481484,64_russia_coronavirus_moscow_putin
2020-03-01,50,-0.15652888888888888,50_venezuela_maduro_venezuelan_oil
2020-03-01,17,-0.09990734237829209,17_coronavirus_cases_coronavirus cases_toll
2020-03-01,72,-0.02959772727272727,72_merkel_germany_angela_angela merkel
2020-03-01,20,-0.28949565217391304,20_saudi_arabia_saudi arabia_yemen
2020-03-01,56,-0.042545000000000006,56_dog_dogs_cats_wildlife
2020-03-01,74,-0.04950491803278688,74_schools_lockdown_school_reopen
2020-03-01,48,-0.10278124999999999,48_amazon_deforestation_rainforest_the amazon
2020-03-01,67,0.09014761904761905,67_shark_whales_whale_fish
2020-03-01,14,-0.05495384615384616,14_india_covid_in india_indian
2020-03-01,63,0.024575000000000014,63_ethiopia_tigray_in ethiopia_ethiopian
2020-03-01,18,0.1650657142857143,18_trump_sanders_election_impeachment
2020-03-01,53,-0.28863333333333335,53_china_russia_ukraine_ukraine china
2020-03-01,71,-0.151620979020979,71_vaccine_china_vaccines_covid vaccine
2020-03-01,10,-0.14848787878787878,10_hong_kong_hong kong_security
2020-03-01,75,-0.15470192307692307,75_korea_south_south korea_north
2020-03-01,57,-0.3366125,57_iran_nuclear_nuclear deal_deal
2020-03-01,77,-0.17858928571428573,77_thunberg_greta_greta thunberg_nobel
2020-03-01,44,-0.05806,44_prince_queen_ghislaine_prince andrew
2020-03-01,89,0.05008222222222221,89_cannabis_marijuana_decriminalize_to decriminalize
2020-03-01,5,0.1723982456140351,5_johnson_boris_boris johnson_brexit
2020-03-01,93,-0.26039454545454543,93_farmers_india_modi_indian
2020-03-01,26,0.34211,26_poland_hungary_polish_eu
2020-03-01,94,0.25466271186440675,94_amazon_workers_employees_warehouse
2020-03-01,84,-0.11660000000000001,84_nato_finland_ukraine_russia
2020-03-01,33,-0.36389090909090915,33_navalny_alexei_alexei navalny_critic
2020-03-01,85,-0.4668346153846154,85_assange_julian_julian assange_extradition
2020-03-01,23,0.11955208333333334,23_hackers_cyber_cyberattack_cyberattacks
2020-03-01,6,-0.15886666666666668,6_covid_variant_omicron_uk
2020-03-01,42,-0.14760408163265307,42_mexico_mexican_cartel_in mexico
